	TARGET-20-PAUVBS	TARGET-20-PAUVGD	TARGET-20-PAUVXU	TARGET-20-PAUWCF	TARGET-20-PAUXLK	TARGET-20-PAUXNM	TARGET-20-PAUYDT	TARGET-20-PAVAGA	TARGET-20-PAVFYL	TARGET-20-PAVLKB	TARGET-20-PAVLWY	TARGET-20-PAVPKA	TARGET-20-PAVSWX	TARGET-20-PAWCAW	TARGET-20-PAWFZT	TARGET-20-PAWTWW	TARGET-20-PAWXZJ	TARGET-20-PAWYTW	TARGET-20-PAXGVH	TARGET-20-PAXJVE
RNU6-903P	3	3	1	3	0	0	2	0	0	0	3	1	1	1	3	1	2	0	3	1
RNU6-904P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-905P	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-906P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-907P	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-908P	1	3	1	10	1	0	6	0	6	5	8	4	8	7	14	11	10	1	6	4
RNU6-909P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-90P	10	25	19	8	33	42	17	17	12	26	2	11	10	25	20	21	17	23	7	7
RNU6-910P	2	0	0	0	0	0	1	0	0	0	2	1	13	0	0	2	2	1	0	2
RNU6-911P	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0
RNU6-912P	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0
RNU6-913P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-914P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-915P	7	10	13	20	4	7	8	1	2	9	2	16	8	15	10	2	4	17	4	3
RNU6-916P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-917P	1	1	8	10	1	0	25	0	1	5	9	11	1	0	0	6	4	5	0	5
RNU6-918P	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
RNU6-919P	0	0	0	6	0	0	0	0	5	3	3	33	10	2	0	0	1	5	0	3
RNU6-91P	19	93	68	55	48	37	80	21	60	31	21	12	28	78	95	31	91	26	90	51
RNU6-920P	9	6	22	10	19	7	11	8	13	4	8	89	9	21	9	13	4	32	4	3
RNU6-921P	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
RNU6-922P	16	20	4	6	2	21	13	0	1	4	3	4	11	2	4	1	6	3	4	10
RNU6-923P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-924P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-925P	7	11	3	5	15	0	11	21	2	10	2	19	9	21	6	2	6	3	3	1
RNU6-926P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-927P	0	1	3	1	21	0	2	5	4	1	10	10	9	0	0	0	0	6	4	0
RNU6-928P	2	3	8	7	0	0	14	0	1	0	2	15	1	0	1	2	8	0	5	4
RNU6-929P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-92P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-930P	8	3	7	3	19	0	10	21	1	5	6	3	9	6	9	7	1	31	13	0
RNU6-931P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-932P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-933P	10	9	6	21	6	0	2	0	39	13	6	83	57	1	2	23	6	22	1	23
RNU6-934P	2	1	1	1	2	0	3	0	2	1	2	2	3	0	0	0	0	2	10	3
RNU6-935P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-936P	14	13	19	14	27	7	19	22	21	7	8	31	12	40	15	7	10	12	16	11
RNU6-937P	13	16	11	8	17	0	14	3	17	14	15	17	14	17	17	13	7	14	11	11
RNU6-938P	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RNU6-939P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-940P	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0
RNU6-941P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-942P	30	79	11	70	89	70	46	14	48	85	26	36	75	39	101	66	40	40	54	47
RNU6-943P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-944P	5	3	3	2	1	23	6	1	1	23	0	1	10	2	17	0	1	1	0	1
RNU6-945P	0	8	4	2	3	0	0	1	1	1	4	5	7	5	0	1	2	2	3	4
RNU6-946P	29	72	41	103	42	159	34	6	78	228	93	55	49	28	58	217	83	30	27	133
RNU6-947P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
RNU6-948P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-94P	16	44	41	68	27	60	15	9	19	46	11	63	48	44	43	54	74	23	14	41
RNU6-950P	0	7	1	0	1	0	1	5	0	1	0	1	1	11	1	0	2	5	0	0
RNU6-951P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-952P	0	0	1	0	0	10	0	0	0	1	0	2	1	0	0	0	0	0	1	1
RNU6-953P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-954P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU6-955P	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
RNU6-956P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-957P	2	21	19	11	4	1	15	11	0	3	5	5	3	16	10	9	13	4	5	10
RNU6-958P	10	17	33	23	8	0	11	0	0	3	3	9	4	33	0	8	4	4	3	4
RNU6-959P	6	5	0	12	5	0	5	3	30	12	1	33	40	11	2	35	5	5	28	9
RNU6-95P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU6-960P	1	0	1	1	3	0	0	0	0	2	3	14	3	0	2	4	1	10	0	1
RNU6-961P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-964P	0	2	3	0	3	6	4	0	1	1	1	0	4	4	0	1	1	1	1	1
RNU6-965P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-966P	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
RNU6-967P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-968P	1	0	0	0	0	0	0	7	0	0	1	2	1	0	0	0	0	0	0	0
RNU6-969P	10	10	12	7	15	0	8	12	13	10	8	21	11	19	29	20	10	1	4	1
RNU6-970P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
RNU6-971P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-972P	0	8	6	8	35	0	5	0	1	17	5	18	3	2	20	16	3	13	3	10
RNU6-973P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-974P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-975P	11	24	6	13	6	8	14	19	2	13	2	18	2	10	19	12	10	16	7	9
RNU6-976P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-977P	0	28	1	0	0	0	8	0	0	2	0	1	1	15	0	1	21	4	0	8
RNU6-978P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-979P	15	0	35	11	2	0	23	13	11	2	3	12	19	2	14	11	3	13	5	5
RNU6-97P	6	1	7	6	5	0	5	11	3	6	4	8	5	11	1	4	3	12	4	2
RNU6-980P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-982P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-983P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-984P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-985P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-986P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-987P	0	0	2	2	0	0	1	0	0	0	0	2	3	5	1	1	0	0	0	1
RNU6-988P	11	16	5	11	13	2	11	2	3	10	2	10	15	8	26	5	7	5	27	8
RNU6-989P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-98P	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-990P	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
RNU6-991P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-992P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-993P	0	0	2	2	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	3
RNU6-994P	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-995P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-996P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-997P	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU6-998P	25	39	17	15	26	11	13	0	10	11	2	21	19	21	41	5	12	10	40	24
RNU6-999P	3	1	13	3	3	9	1	7	0	0	0	0	3	5	4	0	1	3	1	1
RNU6-99P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC	5	18	13	25	2	0	22	18	19	16	27	4	11	17	14	7	11	5	1	7
RNU6ATAC10P	0	0	3	3	0	0	2	0	8	0	0	1	0	0	0	0	0	1	6	0
RNU6ATAC11P	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RNU6ATAC12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC15P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC16P	23	9	22	13	13	12	17	8	5	3	12	24	12	32	8	2	6	30	7	7
RNU6ATAC17P	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	2	4	0
RNU6ATAC18P	5	0	0	1	11	18	1	0	31	11	3	35	67	2	1	5	44	17	5	15
RNU6ATAC19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC22P	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU6ATAC23P	12	19	11	4	15	0	13	13	4	6	0	6	6	14	12	2	15	10	4	11
RNU6ATAC24P	90	74	56	116	72	86	46	22	171	134	126	288	108	71	81	179	150	51	49	151
RNU6ATAC25P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC26P	25	19	5	9	5	2	4	0	11	14	6	10	12	6	13	9	5	3	17	11
RNU6ATAC27P	11	8	7	5	15	16	5	11	6	5	5	3	5	9	10	1	5	20	24	1
RNU6ATAC28P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6ATAC29P	4	6	1	2	5	4	4	0	0	5	0	2	2	2	2	1	1	4	4	2
RNU6ATAC2P	2	0	0	1	3	0	3	0	1	0	0	0	2	0	0	1	0	3	0	2
RNU6ATAC30P	0	0	2	0	0	0	1	0	0	0	0	3	1	1	2	1	0	2	1	0
RNU6ATAC31P	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RNU6ATAC32P	0	0	0	3	0	13	0	0	3	3	0	0	3	0	2	0	1	3	0	2
RNU6ATAC33P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC34P	10	14	19	3	0	0	6	0	4	2	0	10	19	23	2	7	0	0	22	9
RNU6ATAC35P	0	0	6	6	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0
RNU6ATAC36P	0	34	0	12	20	0	4	1	0	7	1	0	2	16	0	1	11	0	0	3
RNU6ATAC37P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6ATAC38P	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
RNU6ATAC39P	7	13	8	18	6	13	13	1	22	3	7	45	10	1	8	18	37	17	6	16
RNU6ATAC3P	0	0	0	0	2	0	0	0	0	0	3	2	0	1	0	0	1	0	1	0
RNU6ATAC40P	3	6	12	8	1	0	10	4	0	6	3	17	4	3	1	6	7	2	0	9
RNU6ATAC41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC42P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC4P	9	6	2	1	1	0	6	0	0	4	1	2	4	2	2	0	0	1	5	0
RNU6ATAC5P	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
RNU6ATAC6P	0	22	62	0	13	0	1	1	1	0	0	0	6	51	0	1	27	0	0	5
RNU6ATAC7P	0	0	2	3	0	0	0	0	4	2	2	1	0	0	0	2	0	1	1	0
RNU6ATAC8P	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	2	0	0	0	1
RNU6ATAC9P	12	45	11	86	44	29	17	22	81	40	98	60	39	40	7	71	28	4	20	21
RNU6V	6	10	20	19	18	43	10	1	21	23	80	25	24	25	8	36	31	18	8	20
RNU7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-102P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-103P	0	0	2	1	2	7	2	2	0	2	2	2	7	2	3	5	1	0	0	1
RNU7-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-105P	9	0	0	3	0	0	1	0	4	4	1	1	12	0	1	9	0	1	2	6
RNU7-106P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU7-107P	1	0	0	2	1	0	0	0	2	0	0	1	1	3	6	1	1	1	0	0
RNU7-10P	3	5	12	8	5	7	11	6	0	7	4	1	4	22	2	1	5	0	1	9
RNU7-110P	9	17	4	13	8	9	8	0	9	5	0	7	5	5	6	8	11	13	5	14
RNU7-111P	1	0	7	13	0	3	0	0	8	0	11	16	2	0	3	1	8	5	41	18
RNU7-113P	72	21	5	7	7	73	11	0	11	38	5	40	28	27	31	3	6	11	37	8
RNU7-115P	7	18	11	19	11	1	22	4	24	53	59	76	32	18	30	62	35	4	15	43
RNU7-116P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-119P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-11P	9	5	4	4	2	0	4	3	1	2	0	1	6	0	5	0	2	11	0	3
RNU7-120P	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-121P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-123P	3	3	1	6	5	0	6	0	1	1	1	4	10	6	0	5	1	1	1	0
RNU7-124P	1	2	2	5	2	7	0	3	5	12	2	0	1	6	17	3	6	2	0	27
RNU7-125P	0	1	0	3	1	0	1	0	0	0	0	3	4	0	1	3	0	0	0	0
RNU7-126P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-127P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-128P	1	1	3	2	2	9	9	0	2	1	3	2	4	6	0	2	3	3	6	3
RNU7-129P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-12P	5	2	0	1	2	0	1	0	4	2	1	4	2	2	4	0	2	2	2	3
RNU7-130P	0	1	1	2	0	0	4	3	0	0	0	1	1	0	5	2	1	1	0	1
RNU7-133P	4	7	5	71	44	101	4	4	88	119	3	18	36	3	55	13	15	24	17	79
RNU7-134P	4	7	0	0	2	6	0	0	1	2	3	3	3	0	0	0	4	1	0	0
RNU7-136P	0	0	0	0	0	4	0	0	1	1	0	3	1	1	0	1	0	0	1	0
RNU7-137P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-138P	3	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
RNU7-13P	0	3	0	2	18	6	2	4	12	4	3	25	30	21	17	7	1	24	0	1
RNU7-140P	38	40	7	29	20	48	13	8	17	24	10	27	26	12	17	28	12	14	15	14
RNU7-141P	1	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-143P	1	0	27	30	0	0	0	0	3	23	3	1	0	0	24	0	0	0	19	24
RNU7-144P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-147P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-149P	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU7-14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-151P	1	8	4	5	4	0	2	0	1	6	1	5	3	4	5	1	2	1	4	1
RNU7-152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-153P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-154P	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
RNU7-155P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-156P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-157P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-159P	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-160P	4	2	7	6	3	0	1	3	2	0	6	7	4	1	1	7	1	0	5	0
RNU7-161P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RNU7-164P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU7-165P	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2
RNU7-167P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU7-169P	5	9	3	14	6	19	9	5	10	11	3	3	23	9	11	18	17	15	10	14
RNU7-170P	5	0	7	3	1	12	4	5	6	7	3	17	8	4	3	13	4	1	5	2
RNU7-171P	4	1	3	7	0	0	2	0	2	3	4	10	8	3	1	5	1	0	0	2
RNU7-172P	1	7	2	2	3	0	3	1	3	1	0	6	1	6	2	1	2	2	1	2
RNU7-173P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-174P	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0
RNU7-175P	4	5	8	10	12	0	5	0	1	3	0	4	7	6	3	2	4	5	4	9
RNU7-176P	0	0	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0
RNU7-179P	1	1	1	0	0	0	1	0	0	2	0	0	1	2	1	0	0	0	0	0
RNU7-180P	21	35	9	21	22	61	22	4	18	28	19	17	28	16	23	42	28	13	18	39
RNU7-181P	173	185	77	155	60	109	97	74	236	212	73	309	126	59	261	483	87	119	5	140
RNU7-182P	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-183P	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	0	0	0
RNU7-185P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-186P	0	0	0	0	0	0	2	0	1	0	0	1	4	12	0	0	0	1	0	0
RNU7-187P	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
RNU7-188P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-18P	5	50	51	40	177	63	36	58	4	19	4	33	42	68	16	26	15	18	12	9
RNU7-190P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU7-192P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-193P	4	3	6	8	3	0	9	8	4	4	7	7	6	2	2	17	9	2	2	12
RNU7-194P	3	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
RNU7-195P	15	41	24	27	13	2	46	2	59	24	25	24	23	10	42	72	21	5	15	18
RNU7-196P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNU7-197P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-19P	13	35	9	57	22	39	16	4	17	49	1	12	2	15	29	35	9	7	17	26
RNU7-200P	0	0	0	2	6	0	3	0	1	1	0	2	1	3	0	1	0	1	0	4
RNU7-20P	3	10	4	23	26	16	9	5	7	20	5	6	15	13	14	28	7	12	11	15
RNU7-21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-22P	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-23P	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU7-24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-25P	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU7-26P	0	5	1	7	3	0	18	2	1	5	2	2	1	0	3	0	0	1	1	0
RNU7-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-28P	0	7	1	6	4	0	3	8	0	1	0	3	1	10	2	4	4	6	1	6
RNU7-29P	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
RNU7-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-30P	0	0	0	6	1	0	1	0	0	0	0	1	5	1	0	3	0	0	1	0
RNU7-34P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU7-35P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-37P	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
RNU7-38P	13	3	5	76	21	0	21	3	52	8	4	27	40	1	30	5	12	8	4	19
RNU7-3P	46	72	18	31	31	61	60	0	33	34	6	84	81	34	50	58	33	24	21	46
RNU7-40P	3	7	6	20	20	5	18	3	28	18	9	15	23	2	29	6	6	41	12	13
RNU7-41P	3	7	3	2	4	48	6	4	5	11	6	2	9	3	3	7	0	2	1	0
RNU7-43P	1	0	0	0	0	0	0	0	1	2	2	3	3	0	0	0	0	1	0	0
RNU7-45P	35	39	25	21	27	14	64	34	34	11	29	37	51	55	54	99	19	33	14	14
RNU7-46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-47P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU7-48P	0	0	1	3	3	0	1	0	0	5	0	0	3	2	0	1	1	1	3	0
RNU7-49P	16	23	7	20	23	32	15	2	12	12	5	29	23	8	13	19	8	10	4	16
RNU7-4P	1	3	2	0	0	0	2	1	0	0	0	1	0	0	5	1	0	0	0	2
RNU7-50P	8	29	15	23	39	25	10	10	10	25	8	20	37	8	16	19	7	14	1	22
RNU7-51P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-52P	0	0	0	0	0	0	0	0	0	1	14	0	23	0	0	0	1	0	0	0
RNU7-53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU7-54P	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-55P	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0
RNU7-56P	6	1	1	0	0	0	0	0	3	3	3	0	0	0	2	0	2	0	0	1
RNU7-57P	0	0	3	1	6	2	2	0	0	3	4	9	9	2	4	0	4	9	10	2
RNU7-59P	6	0	1	1	1	0	2	1	0	1	0	0	0	1	1	0	0	0	2	0
RNU7-60P	0	1	0	0	0	1	0	0	1	1	2	1	1	0	1	0	0	0	0	0
RNU7-61P	9	13	10	14	12	0	8	16	4	5	2	6	18	6	22	2	5	47	1	3
RNU7-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-63P	16	3	10	8	4	0	5	3	3	2	8	9	4	13	4	12	4	5	1	4
RNU7-65P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-6P	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
RNU7-70P	23	49	48	61	31	17	23	0	27	54	20	59	27	47	37	86	38	20	12	37
RNU7-71P	0	7	2	3	3	0	3	4	2	1	1	1	3	9	4	2	9	3	5	5
RNU7-73P	1	3	0	0	7	17	4	0	3	3	1	0	0	17	3	3	15	2	0	6
RNU7-74P	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
RNU7-75P	50	65	22	56	43	24	29	19	40	56	22	31	106	44	29	17	40	42	36	47
RNU7-77P	3	1	3	6	5	0	4	8	1	6	0	7	8	5	1	2	1	1	1	3
RNU7-79P	31	55	88	20	44	56	18	17	45	36	2	38	14	37	29	12	42	49	31	83
RNU7-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNU7-80P	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RNU7-81P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-84P	11	15	12	4	19	0	16	3	4	12	3	9	9	18	29	3	6	16	4	9
RNU7-85P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
